source,query,query_normalized,query_family,locale_hint,is_branded,brand_match_reason,clicks,impressions,ctr,position,coverage_type,is_complete_dataset,ranking_basis,possible_url_targets,cannibalization_status,input_file
bing,how much should your monthly salary be for a regular investment plan?,how much should your monthly salary be for a regular investment plan?,howmuchshouldyourmonthlysalarybeforaregularinvestmentplan,en,false,,0,2,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/posts/personalFinance/dca-step-up-ruleset | /en/posts/personalFinance/monthly-investment-for-100m-table,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is tnx flow in it,what is tnx flow in it,whatistnxflowinit,en,false,,0,2,0,2,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/economicInfo/fx-basics | /en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is tnx flow,what is tnx flow,whatistnxflow,en,false,,0,2,0,2.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/economicInfo/fx-basics | /en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,is cagr of 7 % good,is cagr of 7 % good,iscagrof7good,en,false,,0,2,0,4.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/cagr-7percent-reality-check | /en/posts/investingInfo/dca-consistency-7-fail-patterns | /en/posts/investingInfo/diagnose-investing-skill-with-cagr | /en/posts/investingInfo/why-check-cagr-etf | /en/posts/personalFinance/dca-fx-volatility-decomposition,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is the differnce between compoudning intrestest annually vs monthly,what is the differnce between compoudning intrestest annually vs monthly,whatisthedifferncebetweencompoudningintrestestannuallyvsmonthly,en,false,,0,2,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/economicInfo/geopolitics-oil-fx-dashboard | /en/posts/economicInfo/real-rates-and-breakevens | /en/posts/economicInfo/tariffs-growth-margins-fx-package-shock,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much does a flat in gangam costs in dollar,how much does a flat in gangam costs in dollar,howmuchdoesaflatingangamcostsindollar,en,false,,0,2,0,8.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty | /en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission | /en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/personalFinance/inflation-household-survival-strategy,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what's the meaning of the tnx yield increase,what's the meaning of the tnx yield increase,whatsthemeaningofthetnxyieldincrease,en,false,,0,2,0,4,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/economicInfo/geopolitics-oil-fx-dashboard | /en/posts/economicInfo/real-rates-and-breakevens,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,three pillars of personal financial planning,three pillars of personal financial planning,threepillarsofpersonalfinancialplanning,en,false,,0,2,0,2,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/personal-finance-3pillars | /posts/personalFinance/personal-finance-3pillars | /en/market | /en/posts/economicInfo/war-risk-oil-supply-insurance-shipping | /en/posts/investingInfo/cagr-7percent-reality-check,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,should i continue dollar-cost averaging or hold onto the investment after a 15% loss?,should i continue dollar-cost averaging or hold onto the investment after a 15% loss?,shouldicontinuedollarcostaveragingorholdontotheinvestmentaftera15loss,en,false,,0,2,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/high-rate-debt-vs-invest-threshold-rule | /en/posts/personalFinance/fire-spending-buckets-essential-choice-insurance | /en/posts/personalFinance/is-dca-better-in-a-bear-market | /en/tools/dca-calculator | /en/posts/economicInfo/fx-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,월복리 와 연복리 차이,월복리 와 연복리 차이,월복리와연복리차이,ko,false,,0,2,0,8.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/posts/personalFinance/annual-vs-monthly-compound | /posts/personalFinance/compound-calculator-guide | /tools/cagr-calculator | /tools/compound-interest,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,gangnam apartment price,gangnam apartment price,gangnamapartmentprice,en,false,,0,2,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/market/real-estate/gangnam-top100 | /en/market/real-estate/gangnam3-top100 | /en/market/real-estate/magok-top100 | /en/market/real-estate/mayongseong-top100 | /en/market/real-estate/seoul-top100,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much should i invest per month calculator,how much should i invest per month calculator,howmuchshouldiinvestpermonthcalculator,en,false,,0,2,0,8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/tools/goal-simulator | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/posts/personalFinance/monthly-dca-10-year-result,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,tnx index meaning,tnx index meaning,tnxindexmeaning,en,false,,0,2,0,3,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/investingInfo/tnx-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much should ordinary office workers invest monthly through regular contributions?,how much should ordinary office workers invest monthly through regular contributions?,howmuchshouldordinaryofficeworkersinvestmonthlythroughregularcontributions,en,false,,0,2,0,3.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/tools/goal-simulator | /en/posts/investingInfo/dca-consistency-7-fail-patterns,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,아파트구매 현금,아파트구매 현금,아파트구매현금,ko,false,,0,2,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,연봉 8500만원의 dsr 40%는 얼마야?,연봉 8500만원의 dsr 40%는 얼마야?,연봉8500만원의dsr40는얼마야,ko,false,,0,2,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/cash-100m-200m-300m-apartment-budget | /en/posts/personalFinance/dsr-40-income-loan-limit-table | /en/posts/personalFinance/dsr-pass-ltv-cash-bottleneck | /en/posts/personalFinance/interest-rate-1p-loan-limit-impact | /en/posts/personalFinance/mortgage-risk-checklist-dsr-variable,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,10 year yield explained,10 year yield explained,10yearyieldexplained,en,false,,0,2,0,4.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/tnx-basics | /en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium | /en/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/personalFinance/compound-return-3-5-7-10-table,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is dxy used for,what is dxy used for,whatisdxyusedfor,en,false,,0,2,0,9,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/what-is-cagr | /en/posts/economicInfo/fx-basics | /en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,ratio of monthly compound to annual compound,ratio of monthly compound to annual compound,ratioofmonthlycompoundtoannualcompound,en,false,,0,2,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/annual-vs-monthly-compound | /posts/personalFinance/annual-vs-monthly-compound | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/cagr-7percent-reality-check | /en/posts/personalFinance/how-much-per-month-for-100m,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what does monthly vs annual compound mea,what does monthly vs annual compound mea,whatdoesmonthlyvsannualcompoundmea,en,false,,0,2,0,4,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/annual-vs-monthly-compound | /posts/personalFinance/annual-vs-monthly-compound | /en/posts/investingInfo/cagr-7percent-reality-check | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,korea housing affordability ratio mortgage rates household income 2025,korea housing affordability ratio mortgage rates household income 2025,koreahousingaffordabilityratiomortgagerateshouseholdincome2025,en,false,,0,2,0,3,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/geopolitics-oil-fx-dashboard | /en/posts/investingInfo/rates-discount-mortgage-demand-apt-prices | /en/posts/personalFinance/dsr-40-income-loan-limit-table | /en/tools/dsr-ltv-calculator | /en/posts/investingInfo/sp500-impact-on-korea-kospi,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,fire ccalculator deltahedge,fire ccalculator deltahedge,fireccalculatordeltahedge,en,false,,0,2,0,8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal | /en/posts/personalFinance/fire-assumption-errors-7-fixes | /en/posts/personalFinance/fire-sequence-risk-first-5-years | /en/posts/personalFinance/fire-spending-buckets-essential-choice-insurance | /en/tools/fire-calculator,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,why did the usd to krw exchange rate fluctuata so much between jul 1 2021 to june 29 2026,why did the usd to krw exchange rate fluctuata so much between jul 1 2021 to june 29 2026,whydidtheusdtokrwexchangeratefluctuatasomuchbetweenjul12021tojune292026,en,false,,0,2,0,10,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/investingInfo/wti-impact-on-korea-kospi | /posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is dollar strength index for beginners,what is dollar strength index for beginners,whatisdollarstrengthindexforbeginners,en,false,,0,2,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/geopolitics-to-usd-liquidity-fx | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/what-is-cagr | /en/tools/dca-calculator,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,dxy is what,dxy is what,dxyiswhat,en,false,,0,2,0,10,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,why cagr better than simple average,why cagr better than simple average,whycagrbetterthansimpleaverage,en,false,,0,2,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/why-check-cagr-etf | /en/posts/personalFinance/is-dca-better-in-a-bear-market | /posts/investingInfo/why-check-cagr-etf | /posts/personalFinance/is-dca-better-in-bear-market | /en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,물가수준 금리가 금값에 미치는 영향을 알기 쉽게 설명,물가수준 금리가 금값에 미치는 영향을 알기 쉽게 설명,물가수준금리가금값에미치는영향을알기쉽게설명,ko,false,,0,2,0,8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/posts/economicInfo/inflation-rate-basics | /posts/economicInfo/oil-shock-to-usdkrw-korea-transmission | /posts/economicInfo/policy-rate-cut-market-rates | /posts/investingInfo/indicator-marketinfo | /posts/investingInfo/sp500-impact-on-korea-kospi,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,whats the usual correlation between kospi and usdkrw,whats the usual correlation between kospi and usdkrw,whatstheusualcorrelationbetweenkospiandusdkrw,en,false,,0,2,0,9,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/investingInfo/wti-impact-on-korea-kospi | /en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much should you invest monthly to reach a net worth of 1 million yuan in 18 years?,how much should you invest monthly to reach a net worth of 1 million yuan in 18 years?,howmuchshouldyouinvestmonthlytoreachanetworthof1millionyuanin18years,en,false,,0,2,0,3,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/posts/personalFinance/high-rate-debt-vs-invest-threshold-rule | /en/posts/personalFinance/monthly-dca-10-year-result,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,us 10-year treasury yield tnx impact emerging market etf ewy kospi correlation capital flow timing,us 10-year treasury yield tnx impact emerging market etf ewy kospi correlation capital flow timing,us10yeartreasuryyieldtnximpactemergingmarketetfewykospicorrelationcapitalflowtiming,en,false,,1,2,0.5,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/tnx-basics | /en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/investingInfo/dxy-market-impact,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,"real yield, breakeven, lota and asw","real yield, breakeven, lota and asw",realyieldbreakevenlotaandasw,en,false,,0,2,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/real-rates-and-breakevens | /posts/economicInfo/real-rates-and-breakevens | /en/market | /en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty | /en/posts/economicInfo/inflation-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,in the context of the 10 year treasury what is tnx,in the context of the 10 year treasury what is tnx,inthecontextofthe10yeartreasurywhatistnx,en,false,,0,2,0,1,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/tnx-basics | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/fire-sequence-risk-first-5-years,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,dxy how is it calculated,dxy how is it calculated,dxyhowisitcalculated,en,false,,0,2,0,10,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-market-impact | /en/posts/economicInfo/eu-russia-gas-phaseout-price-channel | /en/posts/economicInfo/indicator-basics | /en/posts/economicInfo/interest-rate-basics | /en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,why does the dollar value rise when the kospi falls,why does the dollar value rise when the kospi falls,whydoesthedollarvaluerisewhenthekospifalls,en,false,,0,2,0,1.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/indicator-marketinfo | /en/posts/investingInfo/sp500-impact-on-korea-kospi,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,is tnx an index,is tnx an index,istnxanindex,en,false,,0,2,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/investingInfo/tnx-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,청학주공 7단지 703-2002,청학주공 7단지 703-2002,청학주공7단지7032002,ko,false,,0,2,0,4,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,"what makes an investment grow faster annual compounding or ,monthly compounding","what makes an investment grow faster annual compounding or ,monthly compounding",whatmakesaninvestmentgrowfasterannualcompoundingormonthlycompounding,en,false,,0,2,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/annual-vs-monthly-compound | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/personalFinance/monthly-investment-for-100m-table | /en/posts/personalFinance/what-is-cagr | /en/tools/cagr-calculator,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is tnx index,what is tnx index,whatistnxindex,en,false,,1,2,0.5,6.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/korea-etf-deep-dive-tnx,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,etf 에서 cagr 올리는 전략,etf 에서 cagr 올리는 전략,etf에서cagr올리는전략,ko,false,,0,1,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/why-check-cagr-etf | /en/tools/dca-calculator | /posts/investingInfo/why-check-cagr-etf | /tools/dca-calculator | /en/posts/investingInfo/bond-etf-duration-drives-returns,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,eur 2s10s how to read it,eur 2s10s how to read it,eur2s10showtoreadit,en,false,,0,1,0,4,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/eu-russia-gas-phaseout-price-channel | /en/posts/economicInfo/indicator-basics | /en/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading | /en/posts/personalFinance/how-to-read-apartment-transaction-prices | /posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,is tnx a proxy for cash?,is tnx a proxy for cash?,istnxaproxyforcash,en,false,,0,1,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/tools/home-buying-budget-calculator | /en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/etf-impact-of-tnx,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,is dollar-cost averaging suitable for big market declines?,is dollar-cost averaging suitable for big market declines?,isdollarcostaveragingsuitableforbigmarketdeclines,en,false,,0,1,0,2,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/is-dca-better-in-a-bear-market | /en/tools/dca-calculator | /en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium | /en/posts/investingInfo/indicator-marketinfo | /en/posts/investingInfo/korea-etf-deep-dive-tnx,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,cagr etf,cagr etf,cagretf,en,false,,0,1,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/why-check-cagr-etf | /en/tools/dca-calculator | /posts/investingInfo/why-check-cagr-etf | /tools/dca-calculator | /en/posts/investingInfo/bond-etf-duration-drives-returns,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,"yearly compound investment, does it mean investing monthly is useless?","yearly compound investment, does it mean investing monthly is useless?",yearlycompoundinvestmentdoesitmeaninvestingmonthlyisuseless,en,false,,0,1,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/personalFinance/monthly-dca-10-year-result | /en/posts/personalFinance/monthly-investment-for-100m-table | /en/posts/personalFinance/simple-vs-compound | /posts/personalFinance/monthly-investment-for-100m-table,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,definition of etf cagr meaning,definition of etf cagr meaning,definitionofetfcagrmeaning,en,false,,0,1,0,3,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/why-check-cagr-etf | /en/tools/dca-calculator | /posts/investingInfo/why-check-cagr-etf | /tools/dca-calculator | /en/posts/investingInfo/bond-etf-duration-drives-returns,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,tnx index,tnx index,tnxindex,en,false,,0,1,0,8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/investingInfo/tnx-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what does tnx stand for in the stock market,what does tnx stand for in the stock market,whatdoestnxstandforinthestockmarket,en,false,,0,1,0,4,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/indicator-marketinfo | /en/posts/investingInfo/korea-etf-deep-dive-tnx | /en/posts/investingInfo/sp500-impact-on-korea-kospi,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,연이율의 월복리,연이율의 월복리,연이율의월복리,ko,false,,0,1,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/posts/personalFinance/annual-vs-monthly-compound | /posts/personalFinance/compound-calculator-guide | /tools/compound-interest,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,headwind on dxy meaning,headwind on dxy meaning,headwindondxymeaning,en,false,,0,1,0,8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /posts/investingInfo/dxy-dollar-index-basics | /posts/investingInfo/dxy-market-impact,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,생애최초 dsr 계산,생애최초 dsr 계산,생애최초dsr계산,ko,false,,0,1,0,8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/posts/personalFinance/first-home-buyer-budget-calculation | /en/posts/personalFinance/cash-100m-200m-300m-apartment-budget | /en/posts/personalFinance/dsr-40-income-loan-limit-table | /en/posts/personalFinance/dsr-pass-ltv-cash-bottleneck | /en/posts/personalFinance/interest-rate-1p-loan-limit-impact,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how is koreas exchange rate verses the dollar good or bad,how is koreas exchange rate verses the dollar good or bad,howiskoreasexchangerateversesthedollargoodorbad,en,false,,0,1,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/economicInfo/geopolitics-oil-fx-dashboard | /en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,tnx what it means?,tnx what it means?,tnxwhatitmeans,en,false,,0,1,0,1,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,s&p korea vs kospi,s&p korea vs kospi,spkoreavskospi,en,false,,0,1,0,7,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/sp500-impact-on-korea-kospi | /posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/investingInfo/usd-krw-weak-won-sector-map-kospi | /en/posts/investingInfo/wti-impact-on-korea-kospi,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
