url,locale,content_type,category,role,title,h1,description_length,inbound_internal_links,outbound_internal_links,overlap_group,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_actual_date_start,gsc_actual_date_end,naver_top30_clicks,naver_top30_impressions,naver_top30_ctr,naver_top30_rank,naver_is_top30,naver_coverage_type,bing_clicks,bing_impressions,bing_ctr,bing_position,known_clicks,known_impressions,known_clicks_excluding_naver_total,known_impressions_excluding_naver_total,platform_observed_clicks,platform_observed_impressions,platform_count,query_count,top_queries,opportunity_type,opportunity_score,recommended_action,data_confidence,manual_review_required
/en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Oil Shocks and USD/KRW: How Trade Balance, Import Inflation, and Flows Drive Korea’s FX","Oil Shocks and USD/KRW: How Trade Balance, Import Inflation, and Flows Drive Korea’s FX",190,6,7,macro-market,0,5,0,4,2026-06-17,2026-07-19,,,,,false,,,,,,0,5,0,5,0,5,1,,,HOLD,72,Hold; avoid immediate content changes,VERY_LOW,false
/market,ko,market,realEstate,PRIMARY_HUB,시장정보 | 아파트 실거래가·투자지표 대시보드,시장정보 대시보드,0,1,5,real-estate-loan,,,,,,,,,,,false,,0,6,0,10,0,6,0,6,0,6,1,,,HOLD,72,Hold; avoid immediate content changes,VERY_LOW,true
/en/posts/investingInfo/indicator-marketinfo,en,post,investingInfo,EN_MAINTENANCE_ONLY,Global Market Forces That Influence the KOSPI: A Complete Overview,Global Market Forces That Influence the KOSPI: A Complete Overview,190,8,14,macro-market,,,,,,,,,,,false,,0,4,0,4,0,4,0,4,0,4,1,,,HOLD,71,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/economicInfo/real-rates-and-breakevens,en,post,economicInfo,EN_MAINTENANCE_ONLY,Real Rates & Breakeven Inflation: The Asset-Pricing Thermometer Most Investors Ignore,Real Rates & Breakeven Inflation: The Asset-Pricing Thermometer Most Investors Ignore,246,3,6,macro-market,0,2,0,2,2026-06-17,2026-07-19,,,,,false,,1,26,0.0385,6.62,1,28,1,28,1,28,2,,,HOLD,70,Hold; avoid immediate content changes,LIMITED,false
/en/posts/investingInfo/dxy-market-impact,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How DXY Moves the Market: Impact on U.S. Stocks, USD/KRW, and KOSPI","How DXY Moves the Market: Impact on U.S. Stocks, USD/KRW, and KOSPI",135,19,12,macro-market,,,,,,,,,,,false,,0,4,0,5,0,4,0,4,0,4,1,,,HOLD,70,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/personalFinance/what-is-cagr,en,post,personalFinance,EN_MAINTENANCE_ONLY,"What Is CAGR? Annualized Return Formula, Example, and Calculator","What Is CAGR? Annualized Return Formula, Example, and Calculator",142,10,6,dca-cagr,,,,,,,,,,,false,,0,11,0,6.36,0,11,0,11,0,11,1,,,HOLD,70,Hold; avoid immediate content changes,LIMITED,false
/en/tools/cagr-calculator,en,tool,tools,EN_MAINTENANCE_ONLY,"CAGR Calculator: Annualized Return, Growth Rate & Future Value","CAGR Calculator: Annualized Return, Growth Rate & Future Value",181,20,3,compound-goal,,,,,,,,,,,false,,0,2,0,7,0,2,0,2,0,2,1,,,HOLD,70,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/economicInfo/geopolitics-to-usd-liquidity-fx,en,post,economicInfo,EN_MAINTENANCE_ONLY,"When Geopolitics Turns Into Dollar Strength: Read It as USD Liquidity, Not Just “Fear”","When Geopolitics Turns Into Dollar Strength: Read It as USD Liquidity, Not Just “Fear”",199,7,7,macro-market,0,1,0,2,2026-06-17,2026-07-19,,,,,false,,0,2,0,6.5,0,3,0,3,0,3,2,,,HOLD,69,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/personalFinance/monthly-investment-for-100m-table,en,post,personalFinance,EN_MAINTENANCE_ONLY,"Monthly Contribution Table | $100,000 and KRW 100M Goal Examples","Monthly Contribution Table | $100,000 and KRW 100M Goal Examples",143,1,6,compound-goal,0,6,0,8.33,2026-06-17,2026-07-19,,,,,false,,,,,,0,6,0,6,0,6,1,,,HOLD,67,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/personalFinance/high-rate-debt-vs-invest-threshold-rule,en,post,personalFinance,EN_MAINTENANCE_ONLY,High-Rate Era: Should You Pay Down Debt or Invest First? (The Interest-Rate Threshold Rule),High-Rate Era: Should You Pay Down Debt or Invest First? (The Interest-Rate Threshold Rule),451,10,8,real-estate-loan,,,,,,,,,,,false,,0,1,0,6,0,1,0,1,0,1,1,,,HOLD,66,Hold; avoid immediate content changes,VERY_LOW,false
/posts/personalFinance/first-home-buyer-budget-calculation,ko,post,personalFinance,SUPPORTING_ARTICLE,생애최초 주택 구입 예산 계산 | DSR LTV 현금흐름 체크,생애최초 주택 구입 예산 계산 | DSR LTV 현금흐름 체크,87,0,6,real-estate-loan,,,,,,,,,,,false,,0,1,0,6,0,1,0,1,0,1,1,,,HOLD,66,Hold; avoid immediate content changes,VERY_LOW,false
/posts/personalFinance/personal-finance-3pillars,ko,post,personalFinance,LOW_PRIORITY,가계 재무 3대장: 예산·비상금·장기투자를 먼저 세팅하라,가계 재무 3대장: 예산·비상금·장기투자를 먼저 세팅하라,81,11,10,general,,,,,,,,,,,false,,0,2,0,5,0,2,0,2,0,2,1,,,HOLD,66,Hold; avoid immediate content changes,VERY_LOW,true
/en/posts/investingInfo/diagnose-investing-skill-with-cagr,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Diagnose Investing Skill with CAGR, MDD, Volatility, and Sharpe Ratio","Diagnose Investing Skill with CAGR, MDD, Volatility, and Sharpe Ratio",132,4,4,dca-cagr,,,,,,,,,,,false,,0,6,0,7,0,6,0,6,0,6,1,,,HOLD,65,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/investingInfo/sp500-impact-on-korea-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,How the S&P 500 Moves Korea’s Economy and KOSPI: The FX–Rates–Foreign Flow Chain,How the S&P 500 Moves Korea’s Economy and KOSPI: The FX–Rates–Foreign Flow Chain,176,10,13,macro-market,0,1,0,7,2026-06-17,2026-07-19,,,,,false,,0,17,0,5.59,0,18,0,18,0,18,2,,,HOLD,65,Hold; avoid immediate content changes,LIMITED,false
/en/posts/personalFinance/compound-return-3-5-7-10-table,en,post,personalFinance,EN_MAINTENANCE_ONLY,"Compound Interest Table: 3%, 5%, 7%, 10% Over 10, 20, and 30 Years","Compound Interest Table: 3%, 5%, 7%, 10% Over 10, 20, and 30 Years",136,1,4,compound-goal,0,2,0,5.5,2026-06-17,2026-07-19,,,,,false,,0,1,0,7,0,3,0,3,0,3,2,,,HOLD,65,Hold; avoid immediate content changes,VERY_LOW,false
/en/tools/dca-calculator,en,tool,tools,EN_MAINTENANCE_ONLY,Dollar-Cost Averaging Calculator for ETFs and Stocks,Dollar-Cost Averaging Calculator for ETFs and Stocks,173,26,0,dca-cagr,0,3,0,10.33,2026-06-17,2026-07-19,,,,,false,,2,22,0.0909,4.77,2,25,2,25,2,25,2,,,HOLD,65,Hold; avoid immediate content changes,LIMITED,false
/en/tools/goal-simulator,en,tool,tools,EN_MAINTENANCE_ONLY,Investment Goal Calculator: How Much to Invest Per Month,Investment Goal Calculator: How Much to Invest Per Month,168,24,5,compound-goal,,,,,,,,,,,false,,0,3,0,6.67,0,3,0,3,0,3,1,,,HOLD,65,Hold; avoid immediate content changes,VERY_LOW,false
/posts/economicInfo/fx-basics,ko,post,economicInfo,SUPPORTING_ARTICLE,환율의 기초: 원/달러가 움직이는 진짜 이유,환율의 기초: 원/달러가 움직이는 진짜 이유,77,24,19,real-estate-loan,,,,,,,,,,,false,,0,1,0,7,0,1,0,1,0,1,1,,,HOLD,65,Hold; avoid immediate content changes,VERY_LOW,false
/en/market/real-estate/mayongseong-top100,en,market,realEstate,EN_MAINTENANCE_ONLY,Mayongseong Apartment Prices Top 100 | Mapo · Yongsan · Seongsu,Mayongseong Apartment Prices Top 100,0,5,6,real-estate-loan,0,1,0,8,2026-06-17,2026-07-19,,,,,false,,,,,,0,1,0,1,0,1,1,,,HOLD,64,Hold; avoid immediate content changes,VERY_LOW,true
/en/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading,en,post,economicInfo,EN_MAINTENANCE_ONLY,Why 2s10s and 3m10y Disagree: A Practical Recession-Signal Reading Guide,Why 2s10s and 3m10y Disagree: A Practical Recession-Signal Reading Guide,355,6,8,macro-market,,,,,,,,,,,false,,0,16,0,6.75,0,16,0,16,0,16,1,,,HOLD,64,Hold; avoid immediate content changes,LIMITED,true
/en/tools,en,tool_hub,tools,EN_MAINTENANCE_ONLY,Finance Tools,Finance tools,24,0,12,calculator-hub,0,7,0,6,2026-06-17,2026-07-19,,,,,false,,0,6,0,6.83,0,13,0,13,0,13,2,,,HOLD,63,Hold; avoid immediate content changes,LIMITED,false
/en/posts/investingInfo/why-check-cagr-etf,en,post,investingInfo,EN_MAINTENANCE_ONLY,ETF CAGR Guide: Why Annualized Return Beats Total Return,ETF CAGR Guide: Why Annualized Return Beats Total Return,139,6,4,dca-cagr,,,,,,,,,,,false,,1,13,0.0769,3.38,1,13,1,13,1,13,1,,,HOLD,62,Hold; avoid immediate content changes,LIMITED,false
/posts/investingInfo/tnx-basics,ko,post,investingInfo,SUPPORTING_ARTICLE,TNX(미국 10년물 국채금리) 완전 이해: 주식·환율·채권을 움직이는 ‘기준 금리’,TNX(미국 10년물 국채금리) 완전 이해: 주식·환율·채권을 움직이는 ‘기준 금리’,101,25,17,real-estate-loan,,,,,,,,,,,false,,0,1,0,10,0,1,0,1,0,1,1,,,HOLD,62,Hold; avoid immediate content changes,VERY_LOW,false
/posts/personalFinance/rent-jeonse-buy-cashflow-opportunity-cost,ko,post,personalFinance,SUPPORTING_ARTICLE,"전세·월세·매매, 무엇이 ‘더 싸다’가 아니라 무엇이 ‘내게 더 안전하다’인가: 현금흐름·기회비용·리스크 3표로 끝내기","전세·월세·매매, 무엇이 ‘더 싸다’가 아니라 무엇이 ‘내게 더 안전하다’인가: 현금흐름·기회비용·리스크 3표로 끝내기",122,2,10,real-estate-loan,,,,,,,,,,,false,,0,1,0,10,0,1,0,1,0,1,1,,,HOLD,62,Hold; avoid immediate content changes,VERY_LOW,true
/en/posts/economicInfo/inflation-rate-basics,en,post,economicInfo,EN_MAINTENANCE_ONLY,Inflation Surprise and Rate Change Market Reaction Guide,Inflation Surprise and Rate Change Market Reaction Guide,136,14,11,macro-market,,,,,,,,,,,false,,0,6,0,5.5,0,6,0,6,0,6,1,,,HOLD,58,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/investingInfo/bond-etf-duration-drives-returns,en,post,investingInfo,EN_MAINTENANCE_ONLY,Bond ETF Mastery: Duration Drives Returns (and Why TNX Sets the Tempo),Bond ETF Mastery: Duration Drives Returns (and Why TNX Sets the Tempo),286,0,7,compound-goal,,,,,,,,,,,false,,0,1,0,9,0,1,0,1,0,1,1,,,HOLD,57,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/investingInfo/korea-etf-deep-dive-tnx,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Why Korea ETFs Are So Sensitive to TNX, USD, and Foreign Flows","Why Korea ETFs Are So Sensitive to TNX, USD, and Foreign Flows",130,3,4,macro-market,0,2,0,6,2026-06-17,2026-07-19,,,,,false,,0,3,0,7.67,0,5,0,5,0,5,2,,,HOLD,56,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/investingInfo/usd-krw-exchange-rate-and-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,USD/KRW Exchange Rate: What It Means for Korea’s Economy and the KOSPI,USD/KRW Exchange Rate: What It Means for Korea’s Economy and the KOSPI,163,27,15,macro-market,,,,,,,,,,,false,,1,25,0.04,6.2,1,25,1,25,1,25,1,,,HOLD,56,Hold; avoid immediate content changes,LIMITED,false
/en/posts/economicInfo/indicator-basics,en,post,economicInfo,EN_MAINTENANCE_ONLY,How to Read Economic Indicators as Market Signals,How to Read Economic Indicators as Market Signals,148,2,5,macro-market,,,,,,,,,,,false,,0,4,0,6,0,4,0,4,0,4,1,,,HOLD,55,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/economicInfo/war-risk-oil-supply-insurance-shipping,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Why War Headlines Move Oil in Three Steps: Supply, Insurance, and Shipping Risk Premiums","Why War Headlines Move Oil in Three Steps: Supply, Insurance, and Shipping Risk Premiums",210,0,6,macro-market,0,3,0,5.67,2026-06-17,2026-07-19,,,,,false,,0,1,0,6,0,4,0,4,0,4,2,,,HOLD,55,Hold; avoid immediate content changes,VERY_LOW,false
/en/tools/fire-calculator,en,tool,tools,EN_MAINTENANCE_ONLY,,,0,7,0,fire-retirement,,,,,,,,,,,false,,0,2,0,8,0,2,0,2,0,2,1,,,HOLD,49,Hold; avoid immediate content changes,VERY_LOW,true
/en/posts/investingInfo/usd-krw-weak-won-sector-map-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Weak Korean Won: KOSPI Sector Winners, Losers, and FX Checklist","Weak Korean Won: KOSPI Sector Winners, Losers, and FX Checklist",116,8,5,macro-market,0,1,0,5,2026-06-17,2026-07-19,,,,,false,,1,5,0.2,5.8,1,6,1,6,1,6,2,,,HOLD,47,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/investingInfo/etf-impact-of-tnx,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How TNX Affects ETFs: Growth, Value, Emerging Markets, and Korea","How TNX Affects ETFs: Growth, Value, Emerging Markets, and Korea",141,8,4,macro-market,0,3,0,18,2026-06-17,2026-07-19,,,,,false,,1,9,0.1111,4.11,1,12,1,12,1,12,2,,,HOLD,46,Hold; avoid immediate content changes,LIMITED,false
/en/posts/personalFinance/inflation-household-survival-strategy,en,post,personalFinance,EN_MAINTENANCE_ONLY,"Household Survival in an Inflation Era: Cut Fixed Costs, Control Spending, and Protect Cash Flow","Household Survival in an Inflation Era: Cut Fixed Costs, Control Spending, and Protect Cash Flow",218,7,8,macro-market,,,,,,,,,,,false,,0,1,0,9,0,1,0,1,0,1,1,,,HOLD,45,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/personalFinance/interest-rate-1p-loan-limit-impact,en,post,personalFinance,EN_MAINTENANCE_ONLY,1pp Rate Increase and Korean Mortgage Capacity | DSR LTV Calculator,1pp Rate Increase and Korean Mortgage Capacity | DSR LTV Calculator,129,3,5,real-estate-loan,0,2,0,26,2026-06-17,2026-07-19,,,,,false,,,,,,0,2,0,2,0,2,1,,,HOLD,38,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/economicInfo/tariffs-growth-margins-fx-package-shock,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Tariffs as a Package Shock: Growth, Margins, FX, and Inflation Move Together","Tariffs as a Package Shock: Growth, Margins, FX, and Inflation Move Together",193,6,6,macro-market,0,1,0,36,2026-06-17,2026-07-19,,,,,false,,,,,,0,1,0,1,0,1,1,,,HOLD,8,Hold; avoid immediate content changes,VERY_LOW,false
/en/posts/personalFinance/apt-dashboard-home-goal-roadmap,en,post,personalFinance,EN_MAINTENANCE_ONLY,A 3-Step Home-Buying Roadmap Using Real Estate Transaction Data: Turn Anxiety Into Rules (Not Predictions),A 3-Step Home-Buying Roadmap Using Real Estate Transaction Data: Turn Anxiety Into Rules (Not Predictions),298,8,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,30,No action until more search data,VERY_LOW,false
/posts/personalFinance/apt-dashboard-home-goal-roadmap,ko,post,personalFinance,SUPPORTING_ARTICLE,서울·경기·인천 아파트 실거래 대시보드로 ‘내 집 마련 목표’를 숫자로 바꾸는 3단계 로드맵,서울·경기·인천 아파트 실거래 대시보드로 ‘내 집 마련 목표’를 숫자로 바꾸는 3단계 로드맵,131,10,9,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,30,No action until more search data,VERY_LOW,false
/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,ko,post,personalFinance,SUPPORTING_ARTICLE,은퇴자산 목표는 ‘3개 숫자’로 결정된다: 연지출·은퇴기간·인출률(4%룰 오해까지) + FIRE 툴로 10분 계산,은퇴자산 목표는 ‘3개 숫자’로 결정된다: 연지출·은퇴기간·인출률(4%룰 오해까지) + FIRE 툴로 10분 계산,139,3,9,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,30,No action until more search data,VERY_LOW,false
/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading,ko,post,economicInfo,SUPPORTING_ARTICLE,"수익률곡선(2y~10y, 3m~10y)은 왜 다르게 말하나: 침체 신호 해석법","수익률곡선(2y~10y, 3m~10y)은 왜 다르게 말하나: 침체 신호 해석법",166,8,10,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,26,No action until more search data,VERY_LOW,false
/posts/investingInfo/etf-impact-of-tnx,ko,post,investingInfo,SUPPORTING_ARTICLE,TNX가 ETF 수익률을 흔드는 이유: 성장주·가치주·신흥국 ETF,TNX가 ETF 수익률을 흔드는 이유: 성장주·가치주·신흥국 ETF,62,7,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,26,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/monthly-dca-10-year-result,en,post,personalFinance,EN_MAINTENANCE_ONLY,Investing $500 a Month for 10 Years: DCA Calculator Example,Investing $500 a Month for 10 Years: DCA Calculator Example,167,8,9,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,20,No action until more search data,VERY_LOW,false
/posts/personalFinance/compound-calculator-guide,ko,post,personalFinance,SUPPORTING_ARTICLE,복리 계산기 사용법: 월복리·연복리·적립식 결과 보는 법,복리 계산기 사용법: 월복리·연복리·적립식 결과 보는 법,113,3,1,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,20,No action until more search data,VERY_LOW,false
/posts/personalFinance/fire-assumption-errors-7-fixes,ko,post,personalFinance,SUPPORTING_ARTICLE,FIRE 계산이 틀리는 가장 흔한 이유 7가지: 수익률·인플레·세금·현금흐름 가정을 현실로 내리는 법 + 툴로 민감도 체크,FIRE 계산이 틀리는 가장 흔한 이유 7가지: 수익률·인플레·세금·현금흐름 가정을 현실로 내리는 법 + 툴로 민감도 체크,154,0,9,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,20,No action until more search data,VERY_LOW,false
/posts/personalFinance/goal-amount-fast-strategy,ko,post,personalFinance,SUPPORTING_ARTICLE,목표 금액 빨리 모으는 법: 원금·수익률·기간 중 무엇을 바꿀까?,목표 금액 빨리 모으는 법: 원금·수익률·기간 중 무엇을 바꿀까?,73,7,7,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,20,No action until more search data,VERY_LOW,false
/posts/personalFinance/how-much-monthly-invest-for-100m,ko,post,personalFinance,SUPPORTING_ARTICLE,1억원 만들려면 매달 얼마를 투자해야 할까? 목표금액별 적립식 투자 계산,1억원 만들려면 매달 얼마를 투자해야 할까? 목표금액별 적립식 투자 계산,103,1,4,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,20,No action until more search data,VERY_LOW,false
/posts/personalFinance/monthly-investment-for-100m-table,ko,post,personalFinance,SUPPORTING_ARTICLE,1억 만들기 월 투자금 표 | 5년 10년 15년 20년 수익률별 계산,1억 만들기 월 투자금 표 | 5년 10년 15년 20년 수익률별 계산,74,1,5,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,20,No action until more search data,VERY_LOW,false
/en/market,en,market,realEstate,EN_MAINTENANCE_ONLY,Financial and Real Estate Market Data,Market Data Dashboard,0,1,5,real-estate-data,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/market/real-estate/gyeonggi-apartment-top100,en,market,realEstate,EN_MAINTENANCE_ONLY,,,0,1,0,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/market/real-estate/incheon-apartment-top100,en,market,realEstate,EN_MAINTENANCE_ONLY,,,0,1,0,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/market/real-estate/seoul-apartment-top100,en,market,realEstate,EN_MAINTENANCE_ONLY,,,0,1,0,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/market/real-estate/songpa-top100,en,market,realEstate,EN_MAINTENANCE_ONLY,Songpa (Jamsil) Apartment Prices Top 100 | Official Transactions,Songpa (Jamsil) Apartment Prices Top 100,0,5,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/posts/economicInfo/geopolitics-oil-fx-dashboard,en,post,economicInfo,EN_MAINTENANCE_ONLY,From Geopolitics to Korea Housing: The 5-Step Transmission Chain (CPI → Rates → Mortgages → Sentiment → Volume),From Geopolitics to Korea Housing: The 5-Step Transmission Chain (CPI → Rates → Mortgages → Sentiment → Volume),289,1,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/economicInfo/inflation-basics,en,post,economicInfo,EN_MAINTENANCE_ONLY,Inflation and Interest Rates: A Long-Term Investor's Core Framework,Inflation and Interest Rates: A Long-Term Investor's Core Framework,137,2,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How Rates (Discount Rate) Transmit Into Korea Apartment Prices: Mortgage Rates, Demand, and Sentiment Channels","How Rates (Discount Rate) Transmit Into Korea Apartment Prices: Mortgage Rates, Demand, and Sentiment Channels",343,1,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/investingInfo/real-estate-role-in-portfolio-risk-budget,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Real Estate Is a Role, Not a Weight: Korea’s Modern 60/40 Risk Budget (with the Apartment Dashboard)","Real Estate Is a Role, Not a Weight: Korea’s Modern 60/40 Risk Budget (with the Apartment Dashboard)",305,0,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/investingInfo/seoul-gyeonggi-incheon-risk-budget-framework,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Seoul vs Gyeonggi vs Incheon as a Risk-Budget Problem: Volatility, Liquidity, Recovery Resilience","Seoul vs Gyeonggi vs Incheon as a Risk-Budget Problem: Volatility, Liquidity, Recovery Resilience",199,2,6,real-estate-data,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/apartment-transaction-volume-decline-meaning,en,post,personalFinance,EN_MAINTENANCE_ONLY,What Falling Korean Apartment Transaction Volume Means,What Falling Korean Apartment Transaction Volume Means,189,0,4,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/emergency-fund-by-risk,en,post,personalFinance,EN_MAINTENANCE_ONLY,"Your Emergency Fund Isn’t a ‘Months’ Number — It’s a Risk Number (Job, Family, Debt)","Your Emergency Fund Isn’t a ‘Months’ Number — It’s a Risk Number (Job, Family, Debt)",197,12,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/posts/personalFinance/how-to-read-apartment-transaction-prices,en,post,personalFinance,EN_MAINTENANCE_ONLY,How to Read Korean Apartment Transaction Prices | Median Average Unit Price,How to Read Korean Apartment Transaction Prices | Median Average Unit Price,191,0,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/large-apartment-complex-households-price-stability,en,post,personalFinance,EN_MAINTENANCE_ONLY,Large Apartment Complexes in Korea | Household Count Volume Unit Price,Large Apartment Complexes in Korea | Household Count Volume Unit Price,174,0,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/mortgage-risk-checklist-dsr-variable,en,post,personalFinance,EN_MAINTENANCE_ONLY,Korean Apartment Mortgage Risk Checklist | DSR LTV Rate Cash Buffer,Korean Apartment Mortgage Risk Checklist | DSR LTV Rate Cash Buffer,184,5,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/rent-jeonse-buy-cashflow-opportunity-cost,en,post,personalFinance,EN_MAINTENANCE_ONLY,"Rent vs Jeonse vs Buy: Not “Cheaper,” but “Safer” — Compare Cash Flow, Opportunity Cost, and Risk Triggers","Rent vs Jeonse vs Buy: Not “Cheaper,” but “Safer” — Compare Cash Flow, Opportunity Cost, and Risk Triggers",279,1,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/en/tools/home-buying-budget-calculator,en,tool,tools,EN_MAINTENANCE_ONLY,"Home Buying Budget Calculator for Korea: Cash, DSR, LTV & Mortgage Payment",Home Buying Budget Calculator,126,2,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/tools/mortgage-loan-calculator,en,tool,tools,EN_MAINTENANCE_ONLY,Mortgage Payment Calculator - Monthly Korean Apartment Loan Payment,Mortgage Payment Calculator,173,3,0,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/market/real-estate/incheon-apartment-top100,ko,market,realEstate,DATA_PAGE,,,0,5,0,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,true
/posts/economicInfo/eu-russia-gas-phaseout-price-channel,ko,post,economicInfo,SUPPORTING_ARTICLE,EU의 러시아 가스 축소가 에너지 가격을 흔드는 방식: 계약·저장·대체의 3요소,EU의 러시아 가스 축소가 에너지 가격을 흔드는 방식: 계약·저장·대체의 3요소,84,0,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/economicInfo/geopolitics-oil-fx-dashboard,ko,post,economicInfo,SUPPORTING_ARTICLE,지정학·유가·환율 충격이 서울·경기·인천 집값에 전이되는 5단 체인: 물가→금리→대출→심리→거래량,지정학·유가·환율 충격이 서울·경기·인천 집값에 전이되는 5단 체인: 물가→금리→대출→심리→거래량,130,1,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,ko,post,economicInfo,SUPPORTING_ARTICLE,중동 리스크에서 금이 강한 이유: ‘전쟁’이 아니라 실질금리·달러·불확실성의 합,중동 리스크에서 금이 강한 이유: ‘전쟁’이 아니라 실질금리·달러·불확실성의 합,102,0,9,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
